paper_id,title,venue,year,citations,clean_accuracy_source_target_separate,transfer_denominator_clean_correct,conditions_on_source_attack_success,reports_absolute_counts,numeric_linf_or_l2_budget,artifacts_sufficient_to_recompute,evidence
48640ef269ffeb3e19c961de2eeca027a30841d8,Adversarial Attack and Defense on Graph Data: A Survey,IEEE Transactions on Knowledge and Data Engineering,2018,399,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Sections 3-6; Tables 3-5; No original source/target transfer experiment is located. References to clean accuracy in the literature tables are not separate clean results of this survey's own trained models. | f2=not_applicable_to_located_results; Section 5.2, p. 13; Appendix B, p. 15; The paper describes metrics from other works, including a correctly-classified-node condition for average confidence difference. This is not a denominator rule for an original cross-model attack evaluation by this paper. | f3=not_applicable_to_located_results; Section 5.2.1, p. 13; The generic ASR formula summarizes prior work rather than reporting an original source-success-conditioned or unconditioned transfer rate. It is not coded no merely because its formula uses all attacks. | f4=not_applicable_to_located_results; Section 5; Table 5; Symbolic counts in metric definitions and dataset node/edge counts are not empirical numerators and denominators for an original transfer experiment. | f5=not_applicable_to_located_results; Section 3.2, pp. 6-7; Section 5.2; The paper discusses graph-specific perturbation measures but supplies no original transfer evaluation to which the survey's numerical L2/L-infinity field could be applied. This is not a claim that graph budgets are deficient. | f6=not_applicable_to_located_results; Introduction footnote 1; Table 6; Appendix A; The accessible author resource is a curated bibliography with paper/code links, consistent with the survey's stated purpose. With no original cross-model attack configuration located, it is neither counted as a recomputable transfer experiment nor an artifact-release failure."
8ecdbfe011b7189fa0ee49ffc4e42a93d728a371,On Evaluating Adversarial Robustness of Large Vision-Language Models,Neural Information Processing Systems,2023,398,unclear,unclear,unclear,unclear,yes,unclear,"f1=no_clean_accuracy_defined_for_outcome; Table 1 (p. 6); Table 2 Clean image rows (p. 7); The paper reports a clean-input baseline of the same CLIP-score outcome for every surrogate (Table 1) and every victim (Table 2), which is positive baseline reporting. Classification clean accuracy is not defined for captioning/VQA outputs, so the field's accuracy requirement cannot be applied; not coded no. | f2=unresolved_scope; Section 4.1-4.2 (pp. 8-9); Single group unclear: no target-clean-correct event exists for free-text generation scored by CLIP similarity. | f3=unresolved_scope; Section 3.2 (pp. 5-6); Section 4.2 (p. 9); No source-success event is defined for surrogate embedding matching, and no selection of transferred examples is stated. Not an explicit retention statement, so unclear rather than no. | f4=continuous_averaged_outcome_sample_size_unstated; Table 2 caption and Section 4.2; Appendix Table 3; Table 2 reports averaged continuous scores, so integer counts are not the relevant record; the Table 2 sample size is not stated (Table 1 uses 50K images; release scripts default to 1,000 samples) and Appendix Table 3 says experiments were repeated three times without per-run values. | f5=explicit_linf_radius_all_results; Section 4.1 Basic setups (p. 8); Appendix A Hyperparameters (p. 18); Default L-infinity epsilon 8 on [0,255] pixels, 100-step PGD with step size 1, stated as the default for all experiments; Figure 6's epsilon sweep (query-based, excluded) lists explicit values. The surveyed transfer group uses the default. | f6=release_accessible_conditioning_quantities_undefined_sample_unverified; Abstract project page; artifact_checks below; The pinned public release contains transfer, query and CLIP-score evaluation scripts for the victims, relying on third-party public weights and Google Drive caption/data files. Drive contents were not verified, the exact Table 2 image/target sample is not identified, and the survey's conditioning quantities are undefined for this outcome. Not a claim that the release is deficient."
2fb43a4c5cab8215d510fc585ca81fb5ee8a3abb,Skip Connections Matter: On the Transferability of Adversarial Examples Generated with ResNets,International Conference on Learning Representations,2020,374,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Sections 3.3-4; all tables; No clean accuracy is reported for sources or targets (only an SE154 top-5 error remark). The source filter implies 100% source accuracy on the cohort by construction, which is not a reported clean accuracy. Missing values are not an explicit pooled report. | f2=unresolved_scope; Section 3.3 (p. 5); Section 4 Threat Model (p. 6); All groups unclear: the 'correctly classified by all source models' wording covers only targets that are also sources. Preserve this partial positive filtering evidence for RN152/DN201 targets; any_explicit_yes = false at group level. | f3=unresolved_scope; Section 3.3; Section 4; Tables 1-7; Success rate is not defined relative to source success in the paper. Released evaluator behaviour (all adversarial images scored) is recorded as artifact evidence, not substituted for a reporting judgment. | f4=averaged_rates_do_not_establish_all_exact_counts; Tables 1-7 captions; Figures 1-3, 6; Nominal denominator 5,000 is stated, but most rates are means over five random runs, so per-run integer numerators are not uniquely recoverable; figure values are graphical. Appendix Table 8 'Ours FGSM' values duplicate the PGD row (26.56/21.03/19.10) and differ from Table 2 FGSM values, and several prose values (35.48%, 65.38%, 80.52%) differ slightly from the tables; recorded as reporting inconsistencies, not error claims. | f5=explicit_linf_radius_all_results; Figure 1 caption (p. 2); Section 3.3 (p. 5); Section 4 Threat Model (p. 6); Appendix Table 11 (p. 15); Untargeted attacks under maximum L-infinity epsilon 16 on [0,255] pixels 'for all attack methods', including the case study, ensemble and secured experiments; Table 11 restates epsilon 16. Figure 3's ablation does not restate epsilon but falls under the stated all-methods threat model. | f6=candidate_release_sufficiency_unverified; Appendix B (p. 14) model sources; artifact_checks below; The paper links no code. The authors' later repository provides attack and evaluation scripts, a Google Drive/Baidu 5,000-image subset and uses public pretrainedmodels/torchvision weights (the paper's stated model sources). The Drive page and two torchvision weight files respond, but data contents, checkpoint identity and execution were not verified. Released attack step size epsilon/steps (1.6 for 10 steps) differs from the stated alpha = 2; README command labels also swap source architectures. Recorded as a recomputation candidate, not yes."
27d2f8a0601ce4bd73339ddffc83977e858c5503,DPATCH: An Adversarial Patch Attack on Object Detectors,SafeAI@AAAI,2018,374,unclear,unclear,unclear,unclear,no,unclear,"f1=detection_map_baselines_partial_coco_source_unreported; Experiments Setup (p. 4); Tables 1, 2, 5; Clean (no-DPATCH) mAP is reported separately for YOLO (65.7%), Faster R-CNN VGG16 (70.01%) and ResNet101 (75.1%), which is positive per-model baseline reporting for detection. The COCO-trained patch's source detector and its clean performance are not reported, and mAP is not a classification clean accuracy; complete coverage is not established. | f2=unresolved_scope; Tables 1, 2, 5; No clean-correct event is defined for dataset-level mAP; not an explicit inclusion statement. | f3=unresolved_scope; p. 6 transferability sections; A universal patch is applied to each test image; per-image source success is undefined for mAP evaluation, so neither explicit conditioning nor explicit retention of source failures is established. | f4=detection_ap_outcome_counts_not_applicable; Tables 1-5; Results are average precisions, not proportions with integer numerators; the test-set size is not stated in the paper. | f5=explicit_patch_attack_without_linf_l2_budget; DPATCH Formulation Eqs. 2-3 (p. 3); DPATCH Design (p. 3); Multiple-Sized DPATCH (p. 6); The attack optimizes patch pixels without a norm constraint (Eqs. 2-3); perturbation size is defined by patch area (20, 40 or 80 pixels square), not an L-infinity or L2 radius. This is an explicit threat-model choice for patch attacks, reported in the non-classification stratum, not an omitted budget. | f6=unlinked_partial_release_yolo_only; artifact_checks below; The paper links no code. A repository by user veralauee (plausibly the first author, not confirmed from the paper) provides a YOLOv2 PyTorch implementation with train/test scripts and Drive links for YOLO weights and a trained patch; no Faster R-CNN implementation or checkpoints, so neither cross-detector transfer direction is covered. Drive contents not verified."
e3dacba4399fc66f31779060db730ea423f341d8,AdvHat: Real-World Adversarial Attack on ArcFace Face ID System,International Conference on Pattern Recognition,2019,370,unclear,unclear,unclear,unclear,no,unclear,"f1=no_clean_accuracy_defined_for_outcome; Section 4.3 (p. 5); Section 4.6; A per-person baseline similarity with a plain hat is used, which is a relevant clean reference for the similarity outcome, but no clean recognition accuracy is reported for the source or transfer models. | f2=unresolved_scope; Section 4.3 (p. 5); No rate or clean-correct denominator exists for the continuous similarity outcome. | f3=unresolved_scope; Sections 4.3-4.6; Stickers for all ten volunteers are evaluated; no source-success event or threshold is defined, by explicit design choice, so conditioning cannot be coded yes or no. | f4=continuous_boxplot_outcome_no_rates; Figure 8; Section 4.4; Ten persons are stated, but outcomes are boxplots of similarity differences with no rates or per-person values printed. | f5=explicit_physical_sticker_attack_without_linf_l2_budget; Section 3.4 loss (p. 4); Section 4 (p. 4); Section 4.1 (p. 5); The sticker (400 x 900 pixels before projection) is optimized with cosine-similarity plus TV loss and no norm constraint; the paper contrasts L-infinity attacks with L0-style physical patches. This is an explicit physical-patch threat model, not an omitted radius. | f6=code_released_evaluation_inputs_not_released; Footnote 1 (p. 2); artifact_checks below; The linked MIT repository provides attack, alignment and demo code and CASIA centroids, relying on InsightFace model-zoo weights. The volunteer photographs and printed-sticker captures needed to recompute Figure 8 are not released (reasonably, given they are images of people), so the original transfer outcomes cannot be recomputed from the release."
b18580c6746a47603955074931d4687e268781ea,Feature Importance-aware Transferable Adversarial Attacks,IEEE International Conference on Computer Vision,2021,344,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Sections 5.1-5.2; supplement; No clean accuracy is reported for any source or target. The released evaluator computes clean accuracy but does not write it. | f2=unresolved_scope; Section 5.1 (pp. 5-6); No clean-correct filtering or explicit inclusion is stated for either group. | f3=unresolved_scope; Section 5.1-5.2; Success rate is undefined relative to source success. The released evaluator scores every image, but paper-table correspondence is not established. | f4=denominator_and_aggregation_not_fully_established; Section 5.1; Tables 1-3; supplement Tables 1-3; Figures 5-7; One-decimal percentages over a stated 1,000-image set would map to k/1,000 only if success is computed over all 1,000 images, which the paper does not define. Supplement Table 2 mixes integer and one-decimal values (e.g., 5%, 7.8%), and Figures 5-7 are graphical. No complete unique reconstruction. | f5=explicit_linf_radius_all_results; Section 3 Eq. 1 (p. 3); Eq. 5 (p. 5); Section 5.1 Parameter Settings (p. 6); p = infinity is adopted and 'in all experiments, the maximum perturbation epsilon = 16' with T = 10 and alpha = 1.6. The supplement's equal-iteration Table 3 changes iterations but not the stated all-experiments radius. Pixel scale is not stated explicitly; 16 with step 1.6 is consistent with 0-255. | f6=candidate_release_sufficiency_unverified; Abstract code link; artifact_checks below; The linked release tracks attack.py, verify.py, the 1,000 PNG images with labels, and TF-slim network definitions; checkpoints are to be downloaded from the public TF-slim and adv_imagenet_models pages the paper cites. This could meet the existence criterion for at least one configuration, but checkpoint availability/identity and execution were not verified, and the logged success rate is a prediction-change rate. Recorded as a recomputation candidate."
3636d3f0562f3ab5f5df68c1c9a23530c0fbce64,Parametric Noise Injection: Trainable Randomness to Improve Deep Neural Network Robustness Against Adversarial Attack,Computer Vision and Pattern Recognition,2018,332,unclear,unclear,unclear,unclear,unclear,unclear,"f1=partial_separate_clean_values; Supplement Table 2; Section 4.2.2; Tables 2-4, 6; Supplement Table 2 reports target and substitute clean accuracy separately for every substitute pair (positive evidence). Clean accuracies of the ResNet-18 models A and B used in Table 5 are not located; main clean accuracies are for ResNet-20 variants. | f2=unresolved_scope; Section 4.1-4.2.2; supplement B; No clean-correct denominator statement for either group. | f3=unresolved_scope; Section 4.2.2; supplement B; No source-success definition or selection is stated. | f4=averaged_rates_and_unstated_population; Section 4.1 (5 trials); Table 5; supplement Table 2; Table 5 reports means over five trials, so per-trial counts are not unique; the substitute experiment's population size is not stated. | f5=substitute_attack_budget_unstated; Section 4.1 Adversarial attacks; supplement Section B; PGD on CIFAR-10 is specified as L-infinity epsilon 8/255 with 7 steps, which covers the transferable PGD of Table 5. The supplement substitute attack states neither the attack algorithm nor a numerical radius. Missing detail, so unclear rather than no. | f6=release_lacks_transfer_configuration; CVF abstract code link; artifact_checks below; The linked repository provides ResNet-20 PNI training/evaluation code and Drive links to ResNet-20 PNI-W checkpoints. No ResNet-18 A/B checkpoints, AlexNet substitute, transfer or substitute-attack scripts, or per-example outputs are included for either transfer group. Drive checkpoints not downloaded."
7610bcc3444c824a25f5c3779c097a9bdd4c185a,A Survey on Safety-Critical Driving Scenario Generation—A Methodological Perspective,IEEE transactions on intelligent transportation systems (Print),2022,325,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Sections I-VIII; The paper is a methodological survey of safety-critical driving scenario generation with no original source/target model evaluation. | f2=not_applicable_to_located_results; Sections II-IV; No original transfer denominator exists to code. | f3=not_applicable_to_located_results; Section VII.D; Scenario transferability is discussed conceptually; no source-success conditioning question arises. | f4=not_applicable_to_located_results; Tables I-II; Tables compare datasets and simulators, not attack outcomes. | f5=not_applicable_to_located_results; Sections IV and VII.D; Pixel-level and semantic attacks are mentioned in passing; no original perturbation budget applies. Not a claim of deficient reporting. | f6=not_applicable_to_located_results; Section VI; artifact_checks below; No original transfer configuration exists for which artifacts could be sufficient or insufficient."
edabab811aaf44b7b626efe5278a32bddd3bb77f,Improving Black-box Adversarial Attacks with a Transfer-based Prior,Neural Information Processing Systems,2019,310,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Section 4; Tables 1-6; No transferred-example evaluation exists; clean accuracies of targets are not reported for the query attacks either. | f2=not_applicable_to_located_results; Section 4 (p. 7); 1,000 random ImageNet validation images are attacked by querying the target; no transfer denominator exists. | f3=not_applicable_to_located_results; Section 4.2 (p. 9); Success is defined for the query attack on the target (within 10,000 queries and the budget); there is no source-to-target transfer step to condition. | f4=not_applicable_to_located_results; Tables 1-6; Counts would concern query-attack success, not transfer. | f5=not_applicable_to_located_results; Section 4 (p. 7); Appendix D (p. 22); Numerical L2 (sqrt(0.001 D)) and L-infinity (0.05) budgets are explicit for the query attacks, recorded as positive setup evidence; no transfer result exists to which the field applies. | f6=not_applicable_to_located_results; Section 4 footnote 2; artifact_checks below; A public query-attack implementation exists, but with no original transfer configuration it is neither a transfer recomputability success nor a failure."
90dcaf5b7ded95f61666711aa94a59eae77bc304,Enhancing Adversarial Example Transferability With an Intermediate Level Attack,IEEE International Conference on Computer Vision,2019,305,unclear,unclear,unclear,unclear,unclear,unclear,"f1=partial_separate_clean_values; Section 4 (p. 4); Section 4.4; Table 1; Final CIFAR-10 test accuracies are reported separately for all four CIFAR models (94.8%, 94.6%, 95.6%, 94.9%), covering every source and target in that group. Clean accuracies for the ImageNet torchvision and Cadene Inception models are not reported. | f2=unresolved_scope; Appendix A; Section 4.4; Table 1; Appendix G; CIFAR-10 and 50k-ImageNet groups explicitly retain all inputs (no); Table 1 and Appendix G populations are unresolved. Not mixed_explicit because no group is yes. | f3=unresolved_scope; Appendix A; Section 4.4; Table 1; Appendix G; Two groups explicitly evaluate all adversarial examples (no); two are unresolved. | f4=one_decimal_rates_do_not_identify_counts; Tables 1-8; Figures; One-decimal percentages over 10,000 CIFAR-10 test images or 5,000/50,000 ImageNet images do not yield unique integer numerators; many results are graphical. | f5=imagenet_torchvision_budget_unstated; Appendix A (p. 11); Table 1 caption; Section 4.4; Appendix D; Appendix F and Figure 16; CIFAR-10 uses L-infinity epsilon 0.015 for all attacks (DeepFool clipped); Table 1 uses epsilon 0.06. The ImageNet torchvision experiments (Figure 5, Appendix D) state no radius. Appendix F text lists epsilon 0.01-0.025 while Figure 16 panels are labelled 0.02-0.05. Missing radius for one surveyed scope, so unclear. | f6=candidate_release_sufficiency_unverified; Abstract code link; artifact_checks below; The linked official repository provides attack code, all_in_one evaluators that log clean accuracy and accuracy after attack on the same batches, and a Google Drive folder of the four CIFAR-10 checkpoints (config filenames encode 94.77/95.61/94.86/94.59% accuracy, matching the paper). Config epsilon 0.03 applies to inputs normalized to [-1,1], plausibly equal to the paper's 0.015 on [0,1]; the release's C&W wrapper is untargeted while the paper used a randomized targeted C&W. Drive checkpoints not downloaded and nothing executed. Strong recomputation candidate, not yet verified."
558f7fa8c8e909e7aa67b20d41ba5896b68dcf54,Admix: Enhancing the Transferability of Adversarial Attacks,IEEE International Conference on Computer Vision,2021,303,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section 4.1; Tables 1-5; No clean accuracy is reported for any source, target or defense. | f2=unresolved_scope; Section 4.1 Dataset (p. 4); The images come from Lin et al.'s dataset; no target-clean-correct rule is stated in this paper. | f3=unresolved_scope; Section 4.2 (p. 5); Success rate is defined as misclassification of adversaries without stating whether source-failed examples are retained; not coded no from the outcome definition alone. The released simple_eval.py counts ground-truth misclassification for every loaded adversarial image and divides by 1,000, which operationally retains source failures; recorded as artifact evidence. | f4=denominator_and_aggregation_not_fully_established; Section 4.1; Tables 1-5; Figures 2-3; One-decimal rates over the stated 1,000 images would give k/1,000 only if every image is counted, which the paper does not state; ablation figures are graphical except printed bar labels in Figures 4-5. | f5=explicit_linf_radius_all_results; Section 3.1 (p. 3); Section 4.1 Attack setting (p. 5); L-infinity norm throughout; epsilon 16, T = 10, alpha = 1.6 following Dong et al., applied to all transformations, ensemble and defense experiments. Pixel scale is not stated but alpha = epsilon/T = 1.6 is consistent with 0-255. | f6=candidate_release_sufficiency_unverified; Abstract code link; artifact_checks below; The linked repository provides TF attack scripts (MI-FGSM, Admix, Admix-TI-DIM) generating from Inc-v3 and simple_eval.py, with data and TF-slim/adversarially trained checkpoints linked on Google Drive. Other sources require editing the scripts; defenses are not included. Drive contents and execution unverified; recomputation candidate alongside ranks 4 and 5, which share the evaluator design."
be4a4f7f65d397a4e07dc83b95da6b414e0634e2,Adversarial Examples that Fool both Computer Vision and Time-Limited Humans,Neural Information Processing Systems,2018,290,yes,unclear,yes,unclear,yes,unclear,"f1=separate_model_values; Table Supp.2 (p. 15); Section 4.1; Figure 3b; Table Supp.2 gives ImageNet top-1 accuracy separately for all ten ensemble members and both held-out models; human image-condition accuracy is reported per group. These are full-validation (fine-class) accuracies, not accuracy on the coarse-class experimental images. | f2=unresolved_scope; Section 3.2.2; Appendix D; Neither group states a target-clean-correct restriction or explicit inclusion; images were pre-filtered only for colour/brightness cues. | f3=all_scopes_explicit_yes; Appendix D (p. 17); Both groups use only adversarial images that fooled all 10 ensemble models (adv) or at least 7 of 10 (false). Positive conditioning evidence; the source is the generating ensemble. | f4=denominators_not_stated_for_rates; Tables Supp.1-6; Appendix F; Machine rates are rounded percentages without stated numbers of retained images per group and condition; Appendix F lists image filenames but the retained adversarial set per condition is not given as counts. Table Supp.1 gives subject counts, not trial-level numerators. | f5=explicit_linf_radius_all_results; Section 3.1.3 (p. 5); Section 3.2.2 (p. 6); Appendix D; L-infinity perturbations fixed to exactly epsilon = 32 (adv) and 40 (false) on 0-255 pixels after rescaling images to [40, 215]; smaller perturbations are scaled up to epsilon. | f6=no_release_custom_checkpoints; Appendix E-F; artifact_checks below; No code or adversarial images are linked. Several ensemble members are the authors' retina-layer models trained for this study, and no release of them was located; Appendix F lists the clean ImageNet image filenames only."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,European Conference on Computer Vision,2022,287,unclear,unclear,unclear,unclear,yes,unclear,"f1=separate_clean_values_not_located; Section 4.1; Tables 1-3; No clean accuracy is reported for sources, targets or defenses. | f2=unresolved_scope; Section 4.1 Dataset (p. 8); No target-clean-correct rule or explicit inclusion is stated for any group. | f3=unresolved_scope; Section 4.2 (p. 10); 'Successfully transfer X% adversarial examples' does not state whether source-failed examples are in the denominator; the field-3 consistency rule leaves this unclear. | f4=denominator_and_aggregation_not_fully_established; Section 4.1; Tables 1-3; Figures 3-4, 6-8; One-decimal rates over the named 1,000-image set map to k/1,000 only if all images count, which the paper does not state; RS subsampling is unresolved and ablations are graphical. | f5=explicit_linf_radius_all_results; Section 3.1 (p. 5); Section 4.1 Parameter Settings (p. 9); L-infinity throughout; 'in all experiments, the maximum perturbation epsilon = 16', T = 10, alpha = 1.6 (0-255 scale implied by alpha). | f6=release_executed_historically_manifest_unverified; Abstract code link; artifact_checks below; survey/recomputation_ledger.csv; The official PyTorch release tracks attack code, the 1,000 images with labels and verify.py, and instructs downloading third-party converted TensorFlow checkpoints (ylhz/tf_to_pytorch_model). The repository's historical record contains a fresh 1,000-image S2I-FGSM run with this release (Inc-v3 source, nine targets, per-example predictions in survey/recomputation/ssa_per_example_predictions.csv; per the recomputation ledger, e.g., Inc-v4 target 63.1% vs a published 65.0%). The repair audit has not re-verified checkpoint bytes, a run manifest or source-model identity for that run, so the historical record is not promoted to yes here. Highest-priority verification candidate."
43e51c1bfd69df518e2907f7a955e485985ba423,On the Robustness of Vision Transformers to Adversarial Examples,IEEE International Conference on Computer Vision,2021,284,unclear,unclear,unclear,unclear,yes,unclear,"f1=partial_separate_clean_values; Table 1 and supplement Table 3 'Acc' columns; Section 6.2; Clean accuracy is reported separately for all eight CIFAR and seven ImageNet models (positive evidence) and ensemble average clean accuracy is given. Independent copies used for i = j and the synthetic models of the adaptive attack have no reported clean accuracy. | f2=unresolved_scope; Section 4.2; Section 6; Pairwise transfer explicitly uses jointly clean-correct examples (yes; any_explicit_yes = true); the adaptive black-box population is not stated. | f3=unresolved_scope; Eq. 3 (p. 4); Section 6; Pairwise transfer explicitly retains source failures (no); the adaptive scope does not state a rule. Not mixed_explicit because no scope is yes. | f4=partial_unique_reconstruction; Section 4.2; Table 2; Tables 10-12; Figure 3; Pairwise rates are single proportions over an explicit m = 1,000, so each one-decimal value maps to a unique k/1,000 (reconstruction mode, not literal counts). The adaptive attack's evaluation-set size is not stated, so coverage is incomplete. | f5=explicit_linf_radius_all_results; Section 3.1 (p. 2); Section 6.1 (p. 8); supplement Tables 4-5; L-infinity epsilon 0.031 (CIFAR) and 0.062 (ImageNet) on [0,1] inputs for all white-box, transfer and black-box attacks; step sizes listed per attack. | f6=candidate_release_sufficiency_unverified; Supplement G (p. 22); artifact_checks below; The linked repository provides CIFAR-10 ViT-L-16, BiT-M-R101x3 and pretrained ViT-B-32 checkpoints on Drive plus SAGA, adaptive-attack and RayS code. The pairwise transferability study (Table 2) and non-CIFAR-10 models are not packaged; the adaptive attack needs 128 GB RAM. Drive contents unverified and nothing executed."
717425092f2e7a2a00c98e8e1778036e9b5a8b4e,NATTACK: Learning the Distributions of Adversarial Examples for an Improved Black-Box Attack on Deep Neural Networks,International Conference on Machine Learning,2019,276,yes,unclear,yes,unclear,yes,unclear,"f1=separate_model_values; Table 1 'Classification Accuracy' (p. 6); Section 3.3 (p. 7); Clean accuracy is reported separately for every model in Figure 2: ADV-TRAIN 87.3, ADV-BNN 79.7, THERM-ADV 88.5, CAS-ADV 75.6, LID 66.9, THERM 92.8, SAP 93.3, RSE 91.4 (Table 1) and VANILLA-1 80%, VANILLA-2 92.3% (Section 3.3). These are test-set accuracies, not accuracies on the transfer subsets. | f2=unresolved_scope; Section 3.3; Only source correctness is stated. The two-decimal Figure 2 values are not multiples of 0.1% (e.g., 33.58%), so the effective denominator is not the stated 1,000 images; it might reflect a target-side filter, but this is not reported and is not inferred. | f3=all_scopes_explicit_yes; Section 3.3 (p. 7); Only adversarial images that fool the source are transferred. Positive conditioning evidence. | f4=stated_denominator_inconsistent_with_values; Section 3.3; Figure 2; The stated 1,000-image set cannot produce most printed two-decimal rates, so numerators cannot be reconstructed and the actual denominators are unreported. | f5=explicit_linf_radius_all_results; Section 3 (p. 4); Section 3.3 (p. 7); Table 1; L-infinity threshold in normalized [0,1] space; the transfer study sets tau_inf = 0.031 for all models, including CAS-ADV changed from 0.015 'for fair comparison'. | f6=release_lacks_transfer_evaluation_code; Section 1 code link; artifact_checks below; The linked repository contains the NATTACK attack, per-defense wrappers borrowed from Athalye et al., and a SharePoint link for data and models. Its confusion.py only plots hard-coded percentages (and stores the NATTACK matrix transposed relative to the published figure for the shared models); no transfer-evaluation script or per-example outcomes are included. SharePoint contents not accessed."
7005fe514458b538b7516b41af5f5e1971154070,Adversarial vulnerability for any classifier,Neural Information Processing Systems,2018,273,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Tables 1-2; Error rates are reported per classifier (positive setup evidence), but there is no source/target transfer evaluation to which the field applies. | f2=not_applicable_to_located_results; Section 5; Robustness is measured by label change on generated samples without ground truth (footnote 9); no transfer denominator exists. | f3=not_applicable_to_located_results; Section 4.2; Transferability is treated theoretically only. | f4=not_applicable_to_located_results; Tables 1-2; Reported quantities are robustness percentiles, not transfer proportions. | f5=not_applicable_to_located_results; Section 5; Minimal-norm L2 robustness is measured rather than a fixed-budget transfer attack; no transfer result exists. | f6=not_applicable_to_located_results; Appendix C.1; No original transfer configuration exists for which a release could be sufficient or insufficient; the paper links only third-party architecture code."
287e82b08cc5b8c8aae03825b466fcb73860b0c4,Data-Free Model Extraction,Computer Vision and Pattern Recognition,2020,254,unclear,unclear,unclear,unclear,unclear,unclear,"f1=not_applicable_to_located_results; Tables 1 and 4; Victim and student clean accuracies are reported for the extraction task, but there is no transferred-attack evaluation to which the field applies. | f2=not_applicable_to_located_results; Section 5; No transfer denominator exists. | f3=not_applicable_to_located_results; Section 5; No source-to-target adversarial transfer is evaluated. | f4=not_applicable_to_located_results; Tables 1-4; Reported quantities are extraction accuracies and query counts. | f5=not_applicable_to_located_results; Section 4.3; The finite-difference step epsilon is a gradient-estimation parameter, not an adversarial perturbation budget. | f6=not_applicable_to_located_results; Footnote 1 (p. 2); The paper links extraction code and models (github.com/cake-lab/datafree-model-extraction); with no transfer configuration this is neither a transfer recomputability success nor a failure."
8bf18d546ae7aea144663136c5704049953ce4e2,SparseFool: A Few Pixels Make a Big Difference,Computer Vision and Pattern Recognition,2018,245,yes,no,no,unclear,no,unclear,"f1=separate_model_values; Table 2 (p. 7); Clean accuracy is reported separately for VGG-16 (71.59), ResNet-101 (77.37) and DenseNet-161 (77.65), every source and target in Table 3 (Inception-v3 also listed). The evaluation population of these accuracies is not stated. | f2=all_scopes_explicit_no; Section 4.1 (p. 5); Table 3 caption; The fooling rate is defined over all images in D, including those the target misclassifies when clean. Explicit design choice, not missing reporting. | f3=all_scopes_explicit_no; Section 4.1 (p. 5); The denominator is /D/ with no source-success condition; SparseFool fooled every source image, so no failures needed exclusion. Coded no from the explicit population definition. | f4=one_decimal_rates_do_not_identify_counts; Table 3; One-decimal percentages over 4,000 images correspond to several possible integer numerators each (e.g., 10.8% -> 430-434). | f5=explicit_sparse_attack_without_linf_l2_budget; Sections 2-3; Section 4.2 Perceptibility (p. 6); SparseFool minimizes the number of perturbed pixels (L1 relaxation of L0) with values bounded only by the image dynamic range; no L-infinity or L2 radius defines the attack. The optional +/- delta value bound is a perceptibility control studied separately. Explicit threat-model choice. | f6=transfer_sample_and_evaluator_not_released; Footnote 1 (p. 1); artifact_checks below; The linked repository provides the SparseFool and DeepFool implementations and single-image test scripts; models are public PyTorch pretrained weights. The 4,000-image sample and a transfer-evaluation script are not released, so the Table 3 configuration cannot be identified without assumptions."
d5d7ce70a6618393176f254d5617b3bb070003cd,Exploring Adversarial Examples in Malware Detection,2019 IEEE Security and Privacy Workshops (SPW),2018,230,unclear,yes,yes,unclear,no,unclear,"f1=partial_separate_clean_values; Section III (p. 3); The Full model's accuracy (0.89, AUC 0.97) and Mini model's accuracy (0.73) on the Full test set are reported; for the EMBER model only a previously reported 0.99 AUC on its own test set is cited, not an accuracy. | f2=all_scopes_explicit_yes; Section V.C (p. 6); Transfer is evaluated only on samples whose originals the target classifies correctly. | f3=all_scopes_explicit_yes; Section V.C (p. 6); Only samples that successfully evade the source are transferred. | f4=bounded_counts_conditioned_denominators_unstated; Section V.C (p. 6); Counts are given in a literal but bounded form ('at most 2/400') per experiment; the conditioned denominators (source-evading, target-correct samples) and the exact numerators for each attack and direction are not reported. | f5=explicit_byte_modification_threat_model_without_input_lp_radius; Section IV (pp. 3-4); Section V.B (p. 6); Attacks append up to 10,000 bytes or modify slack bytes; the FGM step and slack epsilon are defined in the byte-embedding space (L-infinity and L2 respectively) and mapped back to discrete bytes. There is no input-space L-infinity or L2 radius; the transfer settings (bytes, epsilon) are also not restated. Explicit discrete-binary threat model, not an omitted radius. | f6=proprietary_model_and_data_no_release; Section II.C (pp. 2-3); The Full model is trained on a proprietary 12.5M-binary FireEye dataset; no code, model or adversarial samples are linked and a bounded search found none. The EMBER model is public, but the Full model required for either transfer direction is not."
