paper_id,title,repository,commit,target,status,published_unconditional_percent,recomputed_unconditional_percent,delta_points,ptr_percent,ctr_percent,a_st_percent,b_st_percent,evidence,notes
7301d58eb8a750e44b7da5ab0266b134d1651237,Enhancing the Transferability of Adversarial Attacks through Variance Tuning,https://github.com/JHL-HUST/VT,9c87680732108fefa0d3cb5f22d76715c3010a6c,tf_inception_v4,completed,71.7,69.5,-2.200000000000003,70.46413502109705,70.46413502109705,100.0,,Table 1 and survey/recomputation/vmi_conditioned_metrics.json,Fresh VMI-FGSM run through an equation-preserving PyTorch adapter; authors' linked converted checkpoints; per-example predictions archived.
7301d58eb8a750e44b7da5ab0266b134d1651237,Enhancing the Transferability of Adversarial Attacks through Variance Tuning,https://github.com/JHL-HUST/VT,9c87680732108fefa0d3cb5f22d76715c3010a6c,tf_inc_res_v2,completed,68.1,65.9,-2.1999999999999886,67.42738589211618,67.42738589211618,100.0,,Table 1 and survey/recomputation/vmi_conditioned_metrics.json,Fresh VMI-FGSM run through an equation-preserving PyTorch adapter; authors' linked converted checkpoints; per-example predictions archived.
7301d58eb8a750e44b7da5ab0266b134d1651237,Enhancing the Transferability of Adversarial Attacks through Variance Tuning,https://github.com/JHL-HUST/VT,9c87680732108fefa0d3cb5f22d76715c3010a6c,tf_resnet_v2_50,completed,,60.3,,59.91332611050921,59.91332611050921,100.0,,Table 1 and survey/recomputation/vmi_conditioned_metrics.json,Fresh VMI-FGSM run through an equation-preserving PyTorch adapter; authors' linked converted checkpoints; per-example predictions archived.
7301d58eb8a750e44b7da5ab0266b134d1651237,Enhancing the Transferability of Adversarial Attacks through Variance Tuning,https://github.com/JHL-HUST/VT,9c87680732108fefa0d3cb5f22d76715c3010a6c,tf_resnet_v2_101,completed,60.2,56.4,-3.8000000000000043,56.57754010695187,56.57754010695187,100.0,,Table 1 and survey/recomputation/vmi_conditioned_metrics.json,Fresh VMI-FGSM run through an equation-preserving PyTorch adapter; authors' linked converted checkpoints; per-example predictions archived.
7301d58eb8a750e44b7da5ab0266b134d1651237,Enhancing the Transferability of Adversarial Attacks through Variance Tuning,https://github.com/JHL-HUST/VT,9c87680732108fefa0d3cb5f22d76715c3010a6c,tf_resnet_v2_152,completed,,57.4,,56.852248394004285,56.852248394004285,100.0,,Table 1 and survey/recomputation/vmi_conditioned_metrics.json,Fresh VMI-FGSM run through an equation-preserving PyTorch adapter; authors' linked converted checkpoints; per-example predictions archived.
7301d58eb8a750e44b7da5ab0266b134d1651237,Enhancing the Transferability of Adversarial Attacks through Variance Tuning,https://github.com/JHL-HUST/VT,9c87680732108fefa0d3cb5f22d76715c3010a6c,tf_ens3_adv_inc_v3,completed,32.8,34.7,1.9000000000000057,32.45614035087719,32.45614035087719,100.0,,Table 1 and survey/recomputation/vmi_conditioned_metrics.json,Fresh VMI-FGSM run through an equation-preserving PyTorch adapter; authors' linked converted checkpoints; per-example predictions archived.
7301d58eb8a750e44b7da5ab0266b134d1651237,Enhancing the Transferability of Adversarial Attacks through Variance Tuning,https://github.com/JHL-HUST/VT,9c87680732108fefa0d3cb5f22d76715c3010a6c,tf_ens4_adv_inc_v3,completed,31.2,35.4,4.199999999999999,32.88288288288288,32.88288288288288,100.0,,Table 1 and survey/recomputation/vmi_conditioned_metrics.json,Fresh VMI-FGSM run through an equation-preserving PyTorch adapter; authors' linked converted checkpoints; per-example predictions archived.
7301d58eb8a750e44b7da5ab0266b134d1651237,Enhancing the Transferability of Adversarial Attacks through Variance Tuning,https://github.com/JHL-HUST/VT,9c87680732108fefa0d3cb5f22d76715c3010a6c,tf_ens_adv_inc_res_v2,completed,17.5,19.7,2.1999999999999993,18.651211801896732,18.651211801896732,100.0,,Table 1 and survey/recomputation/vmi_conditioned_metrics.json,Fresh VMI-FGSM run through an equation-preserving PyTorch adapter; authors' linked converted checkpoints; per-example predictions archived.
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_inception_v3,completed,99.7,99.7,0.0,99.68186638388123,100.0,99.68186638388123,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_inception_v4,completed,65.0,63.1,-1.8999999999999986,61.02783725910064,61.224489795918366,99.67880085653105,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_inc_res_v2,completed,58.9,58.4,-0.5,57.413249211356465,57.59493670886076,99.6845425867508,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_resnet_v2_50,completed,56.2,56.9,0.6999999999999957,53.73626373626374,53.91400220507167,99.67032967032966,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_resnet_v2_101,completed,53.3,51.3,-2.0,48.484848484848484,48.642779587404995,99.67532467532467,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_resnet_v2_152,completed,50.3,49.1,-1.1999999999999957,45.69247546346783,45.842450765864335,99.67284623773173,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_ens3_adv_inc_v3,completed,,31.6,,26.22222222222222,26.309921962095874,99.66666666666667,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_ens4_adv_inc_v3,completed,,31.4,,26.940639269406393,27.033218785796105,99.65753424657534,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
8680c075abfb7832ff1321b5f409f2a5e57570f2,Frequency Domain Model Augmentation for Adversarial Attack,https://github.com/yuyang-long/SSA,c955cf07c8372bfc4e9f17e647042e027f9f3b1d,tf_ens_adv_inc_res_v2,completed,,17.2,,14.636752136752136,14.683815648445874,99.67948717948718,0.0,Table 1 and survey/recomputation/ssa_conditioned_metrics.json,"Fresh 1,000-image S2I-FGSM run; per-example predictions archived."
